"ext_gene" "cellType" "target_id" "ens_gene" "transcript_type"
"22" "Krt15" "Basal Cells" "ENSMUST00000107411" "ENSMUSG00000054146" "protein_coding"
"23" "Krt19" "Basal Cells" "ENSMUST00000126460" "ENSMUSG00000020911" "processed_transcript"
"24" "Krt5" "Basal Cells" "ENSMUST00000023709" "ENSMUSG00000061527" "protein_coding"
"25" "Ltf" "Basal Cells" "ENSMUST00000196777" "ENSMUSG00000032496" "protein_coding"
"26" "mt-Co1" "Basal Cells" "ENSMUST00000082402" "ENSMUSG00000064351" "protein_coding"
"27" "Pabpc1" "Basal Cells" "ENSMUST00000226830" "ENSMUSG00000022283" "retained_intron"
"28" "Rpl13a" "Basal Cells" "ENSMUST00000209965" "ENSMUSG00000074129" "processed_transcript"
"29" "Rpl14" "Basal Cells" "ENSMUST00000216628" "ENSMUSG00000025794" "processed_transcript"
"30" "Rpl18a" "Basal Cells" "ENSMUST00000212796" "ENSMUSG00000045128" "protein_coding"
"31" "Rpl21" "Basal Cells" "ENSMUST00000151871" "ENSMUSG00000041453" "retained_intron"
"32" "Rpl22" "Basal Cells" "ENSMUST00000156445" "ENSMUSG00000028936" "processed_transcript"
"33" "Rpl28" "Basal Cells" "ENSMUST00000129888" "ENSMUSG00000030432" "retained_intron"
"34" "Rpl3" "Basal Cells" "ENSMUST00000230985" "ENSMUSG00000060036" "protein_coding"
"35" "Rpl31" "Basal Cells" "ENSMUST00000191855" "ENSMUSG00000073702" "retained_intron"
"36" "Rpl37a" "Basal Cells" "ENSMUST00000059980" "ENSMUSG00000046330" "protein_coding"
"37" "Rpl5" "Basal Cells" "ENSMUST00000140659" "ENSMUSG00000058558" "retained_intron"
"38" "Rpl8" "Basal Cells" "ENSMUST00000229591" "ENSMUSG00000003970" "retained_intron"
"39" "Rplp2" "Basal Cells" "ENSMUST00000106004" "ENSMUSG00000025508" "protein_coding"
"40" "Rps12" "Basal Cells" "ENSMUST00000073926" "ENSMUSG00000061983" "protein_coding"
"41" "Rps16" "Basal Cells" "ENSMUST00000155805" "ENSMUSG00000037563" "retained_intron"
"42" "Rps2" "Basal Cells" "ENSMUST00000132803" "ENSMUSG00000044533" "retained_intron"
"43" "Rps3" "Basal Cells" "ENSMUST00000208532" "ENSMUSG00000030744" "protein_coding"
"44" "Rps4x" "Basal Cells" "ENSMUST00000152739" "ENSMUSG00000031320" "retained_intron"
"45" "Rps8" "Basal Cells" "ENSMUST00000137423" "ENSMUSG00000047675" "retained_intron"
"46" "Rps9" "Basal Cells" "ENSMUST00000126562" "ENSMUSG00000006333" "protein_coding"
"47" "Rpsa" "Basal Cells" "ENSMUST00000217352" "ENSMUSG00000032518" "nonsense_mediated_decay"
"48" "S100a6" "Basal Cells" "ENSMUST00000198128" "ENSMUSG00000001025" "protein_coding"
"49" "Tgm2" "Basal Cells" "ENSMUST00000103122" "ENSMUSG00000037820" "protein_coding"
"50" "Tmem176a" "Basal Cells" "ENSMUST00000203639" "ENSMUSG00000023367" "protein_coding"
"51" "Tmem176b" "Basal Cells" "ENSMUST00000203265" "ENSMUSG00000029810" "protein_coding"
"52" "Tpt1" "Basal Cells" "ENSMUST00000151751" "ENSMUSG00000060126" "retained_intron"
"53" "Zfp36l1" "Basal Cells" "ENSMUST00000219642" "ENSMUSG00000021127" "protein_coding"
"54" "2200002D01Rik" "Krt8+ ADI" "ENSMUST00000032808" "ENSMUSG00000030587" "protein_coding"
"55" "Anxa5" "Krt8+ ADI" "ENSMUST00000029266" "ENSMUSG00000027712" "protein_coding"
"56" "Areg" "Krt8+ ADI" "ENSMUST00000031325" "ENSMUSG00000029378" "protein_coding"
"57" "Arpc2" "Krt8+ ADI" "ENSMUST00000006467" "ENSMUSG00000006304" "protein_coding"
"58" "B2m" "Krt8+ ADI" "ENSMUST00000102476" "ENSMUSG00000060802" "protein_coding"
"59" "Calm2" "Krt8+ ADI" "ENSMUST00000040440" "ENSMUSG00000036438" "protein_coding"
"60" "Ccng1" "Krt8+ ADI" "ENSMUST00000151359" "ENSMUSG00000020326" "processed_transcript"
"61" "Cd81" "Krt8+ ADI" "ENSMUST00000208278" "ENSMUSG00000037706" "retained_intron"
"62" "Cdkn1a" "Krt8+ ADI" "ENSMUST00000119901" "ENSMUSG00000023067" "protein_coding"
"63" "Cldn4" "Krt8+ ADI" "ENSMUST00000051401" "ENSMUSG00000047501" "protein_coding"
"64" "Cstb" "Krt8+ ADI" "ENSMUST00000005185" "ENSMUSG00000005054" "protein_coding"
"65" "Cystm1" "Krt8+ ADI" "ENSMUST00000144158" "ENSMUSG00000046727" "protein_coding"
"66" "Dstn" "Krt8+ ADI" "ENSMUST00000103172" "ENSMUSG00000015932" "protein_coding"
"67" "Epcam" "Krt8+ ADI" "ENSMUST00000234009" "ENSMUSG00000045394" "protein_coding"
"68" "Esd" "Krt8+ ADI" "ENSMUST00000022573" "ENSMUSG00000021996" "protein_coding"
"69" "Ftl1" "Krt8+ ADI" "ENSMUST00000211694" "ENSMUSG00000050708" "retained_intron"
"70" "Gas5" "Krt8+ ADI" "ENSMUST00000159663" "ENSMUSG00000053332" "lncRNA"
"71" "Gdf15" "Krt8+ ADI" "ENSMUST00000003808" "ENSMUSG00000038508" "protein_coding"
"72" "H2-D1" "Krt8+ ADI" "ENSMUST00000172503" "ENSMUSG00000073411" "protein_coding"
"73" "Hbegf" "Krt8+ ADI" "ENSMUST00000025363" "ENSMUSG00000024486" "protein_coding"
"74" "Hspb1" "Krt8+ ADI" "ENSMUST00000111155" "ENSMUSG00000004951" "protein_coding"
"75" "Ifrd1" "Krt8+ ADI" "ENSMUST00000170119" "ENSMUSG00000001627" "retained_intron"
"76" "Itgb1" "Krt8+ ADI" "ENSMUST00000149116" "ENSMUSG00000025809" "protein_coding"
"77" "Krt18" "Krt8+ ADI" "ENSMUST00000023803" "ENSMUSG00000023043" "protein_coding"
"78" "Krt7" "Krt8+ ADI" "ENSMUST00000068904" "ENSMUSG00000023039" "protein_coding"
"79" "Lmo7" "Krt8+ ADI" "ENSMUST00000159154" "ENSMUSG00000033060" "retained_intron"
"80" "Ly6a" "Krt8+ ADI" "ENSMUST00000186526" "ENSMUSG00000075602" "protein_coding"
"81" "Mt2" "Krt8+ ADI" "ENSMUST00000212806" "ENSMUSG00000031762" "protein_coding"
"82" "Myl12b" "Krt8+ ADI" "ENSMUST00000038446" "ENSMUSG00000034868" "protein_coding"
"83" "Nupr1" "Krt8+ ADI" "ENSMUST00000187609" "ENSMUSG00000030717" "nonsense_mediated_decay"
"84" "Pkm" "Krt8+ ADI" "ENSMUST00000214571" "ENSMUSG00000032294" "retained_intron"
"85" "Rpl11" "Krt8+ ADI" "ENSMUST00000142440" "ENSMUSG00000059291" "processed_transcript"
"86" "Rpl12" "Krt8+ ADI" "ENSMUST00000134912" "ENSMUSG00000038900" "retained_intron"
"87" "Rpl13" "Krt8+ ADI" "ENSMUST00000212887" "ENSMUSG00000000740" "retained_intron"
"88" "Rpl15" "Krt8+ ADI" "ENSMUST00000112598" "ENSMUSG00000012405" "protein_coding"
"89" "Rpl17" "Krt8+ ADI" "ENSMUST00000237431" "ENSMUSG00000062328" "protein_coding"
"90" "Rpl19" "Krt8+ ADI" "ENSMUST00000017548" "ENSMUSG00000017404" "protein_coding"
"91" "Rpl23" "Krt8+ ADI" "ENSMUST00000103146" "ENSMUSG00000071415" "protein_coding"
"92" "Rpl23a" "Krt8+ ADI" "ENSMUST00000144561" "ENSMUSG00000058546" "retained_intron"
"93" "Rpl26" "Krt8+ ADI" "ENSMUST00000167436" "ENSMUSG00000060938" "protein_coding"
"94" "Rpl27" "Krt8+ ADI" "ENSMUST00000127514" "ENSMUSG00000063316" "protein_coding"
"95" "Rpl27a" "Krt8+ ADI" "ENSMUST00000143107" "ENSMUSG00000046364" "protein_coding"
"96" "Rpl32" "Krt8+ ADI" "ENSMUST00000203816" "ENSMUSG00000057841" "protein_coding"
"97" "Rpl34" "Krt8+ ADI" "ENSMUST00000062601" "ENSMUSG00000062006" "protein_coding"
"98" "Rpl35a" "Krt8+ ADI" "ENSMUST00000078804" "ENSMUSG00000060636" "protein_coding"
"99" "Rpl37" "Krt8+ ADI" "ENSMUST00000227463" "ENSMUSG00000041841" "processed_transcript"
"100" "Rpl38" "Krt8+ ADI" "ENSMUST00000077915" "ENSMUSG00000057322" "protein_coding"
"101" "Rpl4" "Krt8+ ADI" "ENSMUST00000213760" "ENSMUSG00000032399" "retained_intron"
"102" "Rpl6" "Krt8+ ADI" "ENSMUST00000031617" "ENSMUSG00000029614" "protein_coding"
"103" "Rpl9" "Krt8+ ADI" "ENSMUST00000147966" "ENSMUSG00000047215" "retained_intron"
"104" "Rplp0" "Krt8+ ADI" "ENSMUST00000086519" "ENSMUSG00000067274" "protein_coding"
"105" "Rplp1" "Krt8+ ADI" "ENSMUST00000008036" "ENSMUSG00000007892" "protein_coding"
"106" "Rps11" "Krt8+ ADI" "ENSMUST00000211725" "ENSMUSG00000003429" "protein_coding"
"107" "Rps13" "Krt8+ ADI" "ENSMUST00000206748" "ENSMUSG00000090862" "retained_intron"
"108" "Rps14" "Krt8+ ADI" "ENSMUST00000235603" "ENSMUSG00000024608" "protein_coding"
"109" "Rps15" "Krt8+ ADI" "ENSMUST00000068408" "ENSMUSG00000063457" "protein_coding"
"110" "Rps15a" "Krt8+ ADI" "ENSMUST00000106590" "ENSMUSG00000008683" "protein_coding"
"111" "Rps17" "Krt8+ ADI" "ENSMUST00000208054" "ENSMUSG00000061787" "processed_transcript"
"112" "Rps18" "Krt8+ ADI" "ENSMUST00000172799" "ENSMUSG00000008668" "processed_transcript"
"113" "Rps19" "Krt8+ ADI" "ENSMUST00000108429" "ENSMUSG00000040952" "protein_coding"
"114" "Rps20" "Krt8+ ADI" "ENSMUST00000103009" "ENSMUSG00000028234" "retained_intron"
"115" "Rps23" "Krt8+ ADI" "ENSMUST00000224430" "ENSMUSG00000049517" "retained_intron"
"116" "Rps24" "Krt8+ ADI" "ENSMUST00000112384" "ENSMUSG00000025290" "protein_coding"
"117" "Rps25" "Krt8+ ADI" "ENSMUST00000217231" "ENSMUSG00000009927" "retained_intron"
"118" "Rps26" "Krt8+ ADI" "ENSMUST00000026420" "ENSMUSG00000025362" "protein_coding"
"119" "Rps27" "Krt8+ ADI" "ENSMUST00000199031" "ENSMUSG00000090733" "retained_intron"
"120" "Rps27a" "Krt8+ ADI" "ENSMUST00000147782" "ENSMUSG00000020460" "processed_transcript"
"121" "Rps27l" "Krt8+ ADI" "ENSMUST00000143044" "ENSMUSG00000036781" "processed_transcript"
"122" "Rps29" "Krt8+ ADI" "ENSMUST00000094291" "ENSMUSG00000034892" "retained_intron"
"123" "Rps3a1" "Krt8+ ADI" "ENSMUST00000029722" "ENSMUSG00000028081" "protein_coding"
"124" "Rps5" "Krt8+ ADI" "ENSMUST00000108539" "ENSMUSG00000012848" "protein_coding"
"125" "Rps6" "Krt8+ ADI" "ENSMUST00000102814" "ENSMUSG00000028495" "protein_coding"
"126" "Rps7" "Krt8+ ADI" "ENSMUST00000223153" "ENSMUSG00000061477" "retained_intron"
"127" "S100a10" "Krt8+ ADI" "ENSMUST00000170612" "ENSMUSG00000041959" "protein_coding"
"128" "Sfn" "Krt8+ ADI" "ENSMUST00000057311" "ENSMUSG00000047281" "protein_coding"
"129" "Sprr1a" "Krt8+ ADI" "ENSMUST00000054599" "ENSMUSG00000050359" "protein_coding"
"130" "Sqstm1" "Krt8+ ADI" "ENSMUST00000147846" "ENSMUSG00000015837" "retained_intron"
"131" "Tnfrsf12a" "Krt8+ ADI" "ENSMUST00000233814" "ENSMUSG00000023905" "protein_coding"
"132" "Tnip3" "Krt8+ ADI" "ENSMUST00000114236" "ENSMUSG00000044162" "protein_coding"
"133" "Tpm4" "Krt8+ ADI" "ENSMUST00000238492" "ENSMUSG00000031799" "protein_coding"
"134" "Txn1" "Krt8+ ADI" "ENSMUST00000030051" "ENSMUSG00000028367" "protein_coding"
"135" "Ubb" "Krt8+ ADI" "ENSMUST00000136938" "ENSMUSG00000019505" "protein_coding"
"136" "1700016K19Rik" "Ciliated Cells" "ENSMUST00000066408" "ENSMUSG00000053783" "protein_coding"
"137" "1810037I17Rik" "Ciliated Cells" "ENSMUST00000106429" "ENSMUSG00000054091" "protein_coding"
"138" "4931406C07Rik" "Ciliated Cells" "ENSMUST00000216073" "ENSMUSG00000031938" "retained_intron"
"139" "Ak7" "Ciliated Cells" "ENSMUST00000221981" "ENSMUSG00000041323" "processed_transcript"
"140" "Aldh1a1" "Ciliated Cells" "ENSMUST00000225249" "ENSMUSG00000053279" "processed_transcript"
"141" "Aldh3b1" "Ciliated Cells" "ENSMUST00000237391" "ENSMUSG00000024885" "processed_transcript"
"142" "Atpif1" "Ciliated Cells" "ENSMUST00000145795" "ENSMUSG00000054428" "retained_intron"
"143" "AU040972" "Ciliated Cells" "ENSMUST00000165610" "ENSMUSG00000091523" "lncRNA"
"144" "BC051019" "Ciliated Cells" "ENSMUST00000033334" "ENSMUSG00000031022" "protein_coding"
"145" "Bphl" "Ciliated Cells" "ENSMUST00000040656" "ENSMUSG00000038286" "protein_coding"
"146" "Calm1" "Ciliated Cells" "ENSMUST00000001204" "ENSMUSG00000001175" "protein_coding"
"147" "Ccdc113" "Ciliated Cells" "ENSMUST00000041569" "ENSMUSG00000036598" "protein_coding"
"148" "Ccdc146" "Ciliated Cells" "ENSMUST00000030552" "ENSMUSG00000064280" "protein_coding"
"149" "Ccdc153" "Ciliated Cells" "ENSMUST00000215711" "ENSMUSG00000070306" "protein_coding"
"150" "Ccdc17" "Ciliated Cells" "ENSMUST00000151441" "ENSMUSG00000034035" "processed_transcript"
"151" "Ccdc173" "Ciliated Cells" "ENSMUST00000094942" "ENSMUSG00000070883" "protein_coding"
"152" "Ccdc39" "Ciliated Cells" "ENSMUST00000200536" "ENSMUSG00000027676" "retained_intron"
"153" "Ccdc78" "Ciliated Cells" "ENSMUST00000095500" "ENSMUSG00000071202" "protein_coding"
"154" "Cep290" "Ciliated Cells" "ENSMUST00000219408" "ENSMUSG00000019971" "protein_coding"
"155" "Chchd10" "Ciliated Cells" "ENSMUST00000219839" "ENSMUSG00000049422" "protein_coding"
"156" "Cspp1" "Ciliated Cells" "ENSMUST00000136898" "ENSMUSG00000056763" "retained_intron"
"157" "Dnah12" "Ciliated Cells" "ENSMUST00000022433" "ENSMUSG00000021879" "protein_coding"
"158" "Dnah3" "Ciliated Cells" "ENSMUST00000213149" "ENSMUSG00000052273" "nonsense_mediated_decay"
"159" "Dnah5" "Ciliated Cells" "ENSMUST00000067048" "ENSMUSG00000022262" "protein_coding"
"160" "Dpy30" "Ciliated Cells" "ENSMUST00000233059" "ENSMUSG00000024067" "protein_coding"
"161" "Drc1" "Ciliated Cells" "ENSMUST00000198023" "ENSMUSG00000073102" "processed_transcript"
"162" "Dynll1" "Ciliated Cells" "ENSMUST00000112090" "ENSMUSG00000009013" "protein_coding"
"163" "Dynlrb2" "Ciliated Cells" "ENSMUST00000213007" "ENSMUSG00000034467" "protein_coding"
"164" "Elof1" "Ciliated Cells" "ENSMUST00000213233" "ENSMUSG00000013822" "protein_coding"
"165" "Enkur" "Ciliated Cells" "ENSMUST00000156248" "ENSMUSG00000026679" "processed_transcript"
"166" "Erich2" "Ciliated Cells" "ENSMUST00000153121" "ENSMUSG00000075302" "protein_coding"
"167" "Foxj1" "Ciliated Cells" "ENSMUST00000036215" "ENSMUSG00000034227" "protein_coding"
"168" "Gm973" "Ciliated Cells" "ENSMUST00000190490" "ENSMUSG00000047361" "protein_coding"
"169" "Hsp90aa1" "Ciliated Cells" "ENSMUST00000094361" "ENSMUSG00000021270" "protein_coding"
"170" "Hsph1" "Ciliated Cells" "ENSMUST00000201431" "ENSMUSG00000029657" "retained_intron"
"171" "Ift74" "Ciliated Cells" "ENSMUST00000030311" "ENSMUSG00000028576" "protein_coding"
"172" "Ift81" "Ciliated Cells" "ENSMUST00000139590" "ENSMUSG00000029469" "protein_coding"
"173" "Igfbp5" "Ciliated Cells" "ENSMUST00000027377" "ENSMUSG00000026185" "protein_coding"
"174" "Iqca" "Ciliated Cells" "ENSMUST00000212859" "ENSMUSG00000026301" "processed_transcript"
"175" "Iqcg" "Ciliated Cells" "ENSMUST00000126793" "ENSMUSG00000035578" "retained_intron"
"176" "Lrrc23" "Ciliated Cells" "ENSMUST00000032218" "ENSMUSG00000030125" "protein_coding"
"177" "Lrrc51" "Ciliated Cells" "ENSMUST00000163903" "ENSMUSG00000064307" "protein_coding"
"178" "Lrriq1" "Ciliated Cells" "ENSMUST00000123364" "ENSMUSG00000019892" "protein_coding"
"179" "Mns1" "Ciliated Cells" "ENSMUST00000034746" "ENSMUSG00000032221" "protein_coding"
"180" "Nek5" "Ciliated Cells" "ENSMUST00000169834" "ENSMUSG00000037738" "protein_coding"
"181" "Nme5" "Ciliated Cells" "ENSMUST00000155114" "ENSMUSG00000035984" "nonsense_mediated_decay"
"182" "Nudc" "Ciliated Cells" "ENSMUST00000030665" "ENSMUSG00000028851" "protein_coding"
"183" "Rsph4a" "Ciliated Cells" "ENSMUST00000169670" "ENSMUSG00000039552" "protein_coding"
"184" "Sec14l3" "Ciliated Cells" "ENSMUST00000129330" "ENSMUSG00000054986" "retained_intron"
"185" "Sntn" "Ciliated Cells" "ENSMUST00000061045" "ENSMUSG00000044772" "protein_coding"
"186" "Spa17" "Ciliated Cells" "ENSMUST00000002013" "ENSMUSG00000001948" "protein_coding"
"187" "Spag17" "Ciliated Cells" "ENSMUST00000152586" "ENSMUSG00000027867" "retained_intron"
"188" "Stmnd1" "Ciliated Cells" "ENSMUST00000076622" "ENSMUSG00000063529" "protein_coding"
"189" "Tmem212" "Ciliated Cells" "ENSMUST00000058077" "ENSMUSG00000043164" "protein_coding"
"190" "Traf3ip1" "Ciliated Cells" "ENSMUST00000187588" "ENSMUSG00000034292" "retained_intron"
"191" "Tspan1" "Ciliated Cells" "ENSMUST00000154534" "ENSMUSG00000028699" "retained_intron"
"192" "1110017D15Rik" "Activated Ciliated Cells" "ENSMUST00000125303" "ENSMUSG00000028441" "protein_coding"
"193" "1700007K13Rik" "Activated Ciliated Cells" "ENSMUST00000126242" "ENSMUSG00000026831" "processed_transcript"
"194" "1700024G13Rik" "Activated Ciliated Cells" "ENSMUST00000100723" "ENSMUSG00000072473" "protein_coding"
"195" "1700088E04Rik" "Activated Ciliated Cells" "ENSMUST00000186559" "ENSMUSG00000033029" "processed_transcript"
"196" "1700094D03Rik" "Activated Ciliated Cells" "ENSMUST00000029551" "ENSMUSG00000118506" "protein_coding"
"197" "3300002A11Rik" "Activated Ciliated Cells" "ENSMUST00000126476" "ENSMUSG00000033731" "lncRNA"
"198" "6820408C15Rik" "Activated Ciliated Cells" "ENSMUST00000153713" "ENSMUSG00000032680" "nonsense_mediated_decay"
"199" "Acsl3" "Activated Ciliated Cells" "ENSMUST00000135642" "ENSMUSG00000032883" "protein_coding"
"200" "Aebp1" "Activated Ciliated Cells" "ENSMUST00000102923" "ENSMUSG00000020473" "protein_coding"
"201" "Agr3" "Activated Ciliated Cells" "ENSMUST00000042101" "ENSMUSG00000036231" "protein_coding"
"202" "Akap14" "Activated Ciliated Cells" "ENSMUST00000046557" "ENSMUSG00000036551" "protein_coding"
"203" "Akap9" "Activated Ciliated Cells" "ENSMUST00000196918" "ENSMUSG00000040407" "retained_intron"
"204" "Anxa2" "Activated Ciliated Cells" "ENSMUST00000154591" "ENSMUSG00000032231" "retained_intron"
"205" "Anxa8" "Activated Ciliated Cells" "ENSMUST00000022519" "ENSMUSG00000021950" "protein_coding"
"206" "Aoc1" "Activated Ciliated Cells" "ENSMUST00000031835" "ENSMUSG00000029811" "protein_coding"
"207" "Arhgap18" "Activated Ciliated Cells" "ENSMUST00000142284" "ENSMUSG00000039031" "processed_transcript"
"208" "Arl3" "Activated Ciliated Cells" "ENSMUST00000238076" "ENSMUSG00000025035" "retained_intron"
"209" "Ascc1" "Activated Ciliated Cells" "ENSMUST00000219778" "ENSMUSG00000044475" "processed_transcript"
"210" "B9d1" "Activated Ciliated Cells" "ENSMUST00000138057" "ENSMUSG00000001039" "processed_transcript"
"211" "Calml4" "Activated Ciliated Cells" "ENSMUST00000215968" "ENSMUSG00000032246" "protein_coding"
"212" "Capsl" "Activated Ciliated Cells" "ENSMUST00000042360" "ENSMUSG00000039676" "protein_coding"
"213" "Ccdc181" "Activated Ciliated Cells" "ENSMUST00000027867" "ENSMUSG00000026578" "protein_coding"
"214" "Ccdc30" "Activated Ciliated Cells" "ENSMUST00000127149" "ENSMUSG00000028637" "protein_coding"
"215" "Cd24a" "Activated Ciliated Cells" "ENSMUST00000058714" "ENSMUSG00000047139" "protein_coding"
"216" "Cd55" "Activated Ciliated Cells" "ENSMUST00000133057" "ENSMUSG00000026399" "processed_transcript"
"217" "Cdhr3" "Activated Ciliated Cells" "ENSMUST00000219453" "ENSMUSG00000035860" "processed_transcript"
"218" "Cdhr4" "Activated Ciliated Cells" "ENSMUST00000175802" "ENSMUSG00000032595" "protein_coding"
"219" "Cetn2" "Activated Ciliated Cells" "ENSMUST00000033713" "ENSMUSG00000031347" "protein_coding"
"220" "Cetn4" "Activated Ciliated Cells" "ENSMUST00000102955" "ENSMUSG00000045031" "protein_coding"
"221" "Chchd2" "Activated Ciliated Cells" "ENSMUST00000094280" "ENSMUSG00000070493" "protein_coding"
"222" "Chchd6" "Activated Ciliated Cells" "ENSMUST00000113550" "ENSMUSG00000030086" "protein_coding"
"223" "Ckb" "Activated Ciliated Cells" "ENSMUST00000223099" "ENSMUSG00000001270" "retained_intron"
"224" "Crip2" "Activated Ciliated Cells" "ENSMUST00000196015" "ENSMUSG00000006356" "protein_coding"
"225" "Csrp2" "Activated Ciliated Cells" "ENSMUST00000220054" "ENSMUSG00000020186" "protein_coding"
"226" "Cxcl17" "Activated Ciliated Cells" "ENSMUST00000200880" "ENSMUSG00000060188" "protein_coding"
"227" "Cyp2s1" "Activated Ciliated Cells" "ENSMUST00000108395" "ENSMUSG00000040703" "protein_coding"
"228" "Cyp4b1" "Activated Ciliated Cells" "ENSMUST00000135569" "ENSMUSG00000028713" "nonsense_mediated_decay"
"229" "Ddx5" "Activated Ciliated Cells" "ENSMUST00000151741" "ENSMUSG00000020719" "processed_transcript"
"230" "Dnah6" "Activated Ciliated Cells" "ENSMUST00000204053" "ENSMUSG00000052861" "protein_coding"
"231" "Dnali1" "Activated Ciliated Cells" "ENSMUST00000036383" "ENSMUSG00000042707" "protein_coding"
"232" "Dusp14" "Activated Ciliated Cells" "ENSMUST00000100705" "ENSMUSG00000018648" "protein_coding"
"233" "Efcab1" "Activated Ciliated Cells" "ENSMUST00000090277" "ENSMUSG00000068617" "protein_coding"
"234" "Efcab10" "Activated Ciliated Cells" "ENSMUST00000020878" "ENSMUSG00000020562" "protein_coding"
"235" "Eif1" "Activated Ciliated Cells" "ENSMUST00000152521" "ENSMUSG00000035530" "protein_coding"
"236" "Ezr" "Activated Ciliated Cells" "ENSMUST00000131131" "ENSMUSG00000052397" "processed_transcript"
"237" "Fam161a" "Activated Ciliated Cells" "ENSMUST00000058269" "ENSMUSG00000049811" "protein_coding"
"238" "Fam183b" "Activated Ciliated Cells" "ENSMUST00000060581" "ENSMUSG00000049154" "protein_coding"
"239" "Fam216b" "Activated Ciliated Cells" "ENSMUST00000066437" "ENSMUSG00000045655" "protein_coding"
"240" "Fhad1" "Activated Ciliated Cells" "ENSMUST00000125293" "ENSMUSG00000051435" "processed_transcript"
"241" "Fth1" "Activated Ciliated Cells" "ENSMUST00000236403" "ENSMUSG00000024661" "retained_intron"
"242" "Gm1673" "Activated Ciliated Cells" "ENSMUST00000114383" "ENSMUSG00000070858" "protein_coding"
"243" "Gsn" "Activated Ciliated Cells" "ENSMUST00000202990" "ENSMUSG00000026879" "protein_coding"
"244" "Gstm1" "Activated Ciliated Cells" "ENSMUST00000153314" "ENSMUSG00000058135" "protein_coding"
"245" "H3f3b" "Activated Ciliated Cells" "ENSMUST00000016703" "ENSMUSG00000016559" "protein_coding"
"246" "Hes6" "Activated Ciliated Cells" "ENSMUST00000132188" "ENSMUSG00000067071" "retained_intron"
"247" "Hint1" "Activated Ciliated Cells" "ENSMUST00000020504" "ENSMUSG00000020267" "protein_coding"
"248" "Hspa4l" "Activated Ciliated Cells" "ENSMUST00000204174" "ENSMUSG00000025757" "retained_intron"
"249" "Ifitm1" "Activated Ciliated Cells" "ENSMUST00000106042" "ENSMUSG00000025491" "protein_coding"
"250" "Ift43" "Activated Ciliated Cells" "ENSMUST00000222821" "ENSMUSG00000007867" "protein_coding"
"251" "Ift88" "Activated Ciliated Cells" "ENSMUST00000139943" "ENSMUSG00000040040" "retained_intron"
"252" "Itm2b" "Activated Ciliated Cells" "ENSMUST00000228707" "ENSMUSG00000022108" "processed_transcript"
"253" "Kif21a" "Activated Ciliated Cells" "ENSMUST00000109287" "ENSMUSG00000022629" "protein_coding"
"254" "Lgals3bp" "Activated Ciliated Cells" "ENSMUST00000043722" "ENSMUSG00000033880" "protein_coding"
"255" "Lrrc6" "Activated Ciliated Cells" "ENSMUST00000023006" "ENSMUSG00000022375" "protein_coding"
"256" "Lrrc71" "Activated Ciliated Cells" "ENSMUST00000023846" "ENSMUSG00000023084" "protein_coding"
"257" "Map1b" "Activated Ciliated Cells" "ENSMUST00000224702" "ENSMUSG00000052727" "processed_transcript"
"258" "Mcee" "Activated Ciliated Cells" "ENSMUST00000037205" "ENSMUSG00000033429" "protein_coding"
